day_of_year,time,site_num,parameter_code,poc,latitude,longitude,sample_measurement
1,00:00:00,0008,88101,3,40.304694,-79.505667,8.3
1,00:00:00,0008,88101,4,40.304694,-79.505667,5.9
1,00:00:00,0008,88101,3,39.965278,-76.699444,9.1
1,00:00:00,0008,88101,3,41.657155,-85.968446,6.1
1,00:00:00,0008,88101,3,61.534163,-149.031655,14.0
1,00:00:00,0008,88101,3,40.431639,-86.8525,14.0
1,00:00:00,0008,88101,3,39.237457,-85.891332,5.1
1,00:00:00,0008,88101,3,36.209286,-121.126371,3.0
1,00:00:00,0008,88101,3,34.051017,-81.15495,4.7
1,00:00:00,0008,88101,3,43.54792,-96.700769,6.1
1,01:00:00,0008,88101,4,40.304694,-79.505667,4.9
1,01:00:00,0008,88101,3,39.965278,-76.699444,7.6
1,01:00:00,0008,88101,3,40.304694,-79.505667,7.1
1,01:00:00,0008,88101,3,40.431639,-86.8525,16.7
1,01:00:00,0008,88101,3,41.657155,-85.968446,10.6
1,01:00:00,0008,88101,3,39.237457,-85.891332,3.7
1,01:00:00,0008,88101,3,34.051017,-81.15495,2.8
1,01:00:00,0008,88101,3,61.534163,-149.031655,7.0
1,01:00:00,0008,88101,3,43.54792,-96.700769,6.3
1,01:00:00,0008,88101,3,36.209286,-121.126371,20.0
1,02:00:00,0008,88101,4,40.304694,-79.505667,4.5
1,02:00:00,0008,88101,3,39.965278,-76.699444,7.4
1,02:00:00,0008,88101,3,40.304694,-79.505667,4.8
1,02:00:00,0008,88101,3,40.431639,-86.8525,10.7
1,02:00:00,0008,88101,3,43.54792,-96.700769,6.3
1,02:00:00,0008,88101,3,36.209286,-121.126371,22.0
1,02:00:00,0008,88101,3,41.657155,-85.968446,9.8
1,02:00:00,0008,88101,3,39.237457,-85.891332,5.8
1,02:00:00,0008,88101,3,61.534163,-149.031655,2.0
1,02:00:00,0008,88101,3,34.051017,-81.15495,3.5
1,03:00:00,0008,88101,4,40.304694,-79.505667,4.5
1,03:00:00,0008,88101,3,39.965278,-76.699444,12.1
1,03:00:00,0008,88101,3,40.304694,-79.505667,5.0
1,03:00:00,0008,88101,3,34.051017,-81.15495,4.4
1,03:00:00,0008,88101,3,40.431639,-86.8525,16.2
1,03:00:00,0008,88101,3,39.237457,-85.891332,7.7
1,03:00:00,0008,88101,3,36.209286,-121.126371,26.0
1,03:00:00,0008,88101,3,41.657155,-85.968446,9.9
1,03:00:00,0008,88101,3,43.54792,-96.700769,8.5
1,03:00:00,0008,88101,3,61.534163,-149.031655,2.0
1,04:00:00,0008,88101,4,40.304694,-79.505667,2.6
1,04:00:00,0008,88101,3,40.304694,-79.505667,4.0
1,04:00:00,0008,88101,3,39.965278,-76.699444,12.1
1,04:00:00,0008,88101,3,40.431639,-86.8525,17.0
1,04:00:00,0008,88101,3,61.534163,-149.031655,4.0
1,04:00:00,0008,88101,3,36.209286,-121.126371,63.0
1,04:00:00,0008,88101,3,43.54792,-96.700769,4.9
1,04:00:00,0008,88101,3,34.051017,-81.15495,6.3
1,04:00:00,0008,88101,3,41.657155,-85.968446,6.8
1,04:00:00,0008,88101,3,39.237457,-85.891332,5.1
1,05:00:00,0008,88101,4,40.304694,-79.505667,9.8
1,05:00:00,0008,88101,3,40.431639,-86.8525,4.6
1,05:00:00,0008,88101,3,41.657155,-85.968446,6.8
1,05:00:00,0008,88101,3,39.965278,-76.699444,6.8
1,05:00:00,0008,88101,3,39.237457,-85.891332,9.1
1,05:00:00,0008,88101,3,40.304694,-79.505667,6.0
1,05:00:00,0008,88101,3,43.54792,-96.700769,0.8
1,05:00:00,0008,88101,3,36.209286,-121.126371,12.0
1,05:00:00,0008,88101,3,61.534163,-149.031655,16.0
1,06:00:00,0008,88101,3,39.237457,-85.891332,7.9
1,06:00:00,0008,88101,3,39.965278,-76.699444,5.0
1,06:00:00,0008,88101,3,40.304694,-79.505667,2.2
1,06:00:00,0008,88101,3,41.657155,-85.968446,4.6
1,06:00:00,0008,88101,3,40.431639,-86.8525,6.1
1,06:00:00,0008,88101,4,40.304694,-79.505667,8.3
1,06:00:00,0008,88101,3,61.534163,-149.031655,2.0
1,06:00:00,0008,88101,3,36.209286,-121.126371,12.0
1,06:00:00,0008,88101,3,43.54792,-96.700769,0.6
1,07:00:00,0008,88101,3,41.657155,-85.968446,4.2
1,07:00:00,0008,88101,3,39.965278,-76.699444,4.7
1,07:00:00,0008,88101,3,40.304694,-79.505667,7.5
1,07:00:00,0008,88101,3,39.237457,-85.891332,11.0
1,07:00:00,0008,88101,3,40.431639,-86.8525,7.0
1,07:00:00,0008,88101,4,40.304694,-79.505667,7.4
1,07:00:00,0008,88101,3,43.54792,-96.700769,-0.8
1,07:00:00,0008,88101,3,36.209286,-121.126371,11.0
1,07:00:00,0008,88101,3,61.534163,-149.031655,1.0
1,08:00:00,0008,88101,3,40.431639,-86.8525,5.0
1,08:00:00,0008,88101,3,36.209286,-121.126371,33.0
1,08:00:00,0008,88101,3,39.237457,-85.891332,6.6
1,08:00:00,0008,88101,3,41.657155,-85.968446,3.9
1,08:00:00,0008,88101,3,39.965278,-76.699444,5.4
1,08:00:00,0008,88101,4,40.304694,-79.505667,7.2
1,08:00:00,0008,88101,3,40.304694,-79.505667,5.6
1,08:00:00,0008,88101,3,61.534163,-149.031655,1.0
1,08:00:00,0008,88101,3,43.54792,-96.700769,-2.0
1,09:00:00,0008,88101,3,40.431639,-86.8525,10.4
1,09:00:00,0008,88101,3,36.209286,-121.126371,15.0
1,09:00:00,0008,88101,4,40.304694,-79.505667,4.2
1,09:00:00,0008,88101,3,39.237457,-85.891332,6.5
1,09:00:00,0008,88101,3,41.657155,-85.968446,3.4
1,09:00:00,0008,88101,3,39.965278,-76.699444,8.3
1,09:00:00,0008,88101,3,40.304694,-79.505667,-0.9
1,09:00:00,0008,88101,3,61.534163,-149.031655,33.0
1,09:00:00,0008,88101,3,43.54792,-96.700769,0.0
1,10:00:00,0008,88101,3,39.965278,-76.699444,4.2
1,10:00:00,0008,88101,3,40.304694,-79.505667,6.0
1,10:00:00,0008,88101,4,40.304694,-79.505667,5.9
1,10:00:00,0008,88101,3,36.209286,-121.126371,2.0
1,10:00:00,0008,88101,3,39.237457,-85.891332,9.0
1,10:00:00,0008,88101,3,40.431639,-86.8525,8.5
1,10:00:00,0008,88101,3,41.657155,-85.968446,4.6
1,10:00:00,0008,88101,3,43.54792,-96.700769,0.8
1,10:00:00,0008,88101,3,61.534163,-149.031655,18.0
1,11:00:00,0008,88101,3,36.209286,-121.126371,1.0
1,11:00:00,0008,88101,3,41.657155,-85.968446,3.2
1,11:00:00,0008,88101,3,39.965278,-76.699444,1.4
1,11:00:00,0008,88101,3,39.237457,-85.891332,6.2
1,11:00:00,0008,88101,3,40.431639,-86.8525,7.0
1,11:00:00,0008,88101,3,40.304694,-79.505667,7.9
1,11:00:00,0008,88101,4,40.304694,-79.505667,8.5
1,11:00:00,0008,88101,3,61.534163,-149.031655,27.0
1,11:00:00,0008,88101,3,43.54792,-96.700769,0.4
1,12:00:00,0008,88101,3,41.657155,-85.968446,6.5
1,12:00:00,0008,88101,3,40.431639,-86.8525,4.1
1,12:00:00,0008,88101,3,39.965278,-76.699444,4.7
1,12:00:00,0008,88101,3,40.304694,-79.505667,-0.6
1,12:00:00,0008,88101,3,36.209286,-121.126371,2.0
1,12:00:00,0008,88101,3,39.237457,-85.891332,5.3
1,12:00:00,0008,88101,4,40.304694,-79.505667,6.2
1,12:00:00,0008,88101,3,43.54792,-96.700769,-1.7
1,12:00:00,0008,88101,3,61.534163,-149.031655,16.0
1,13:00:00,0008,88101,3,41.657155,-85.968446,5.7
1,13:00:00,0008,88101,3,36.209286,-121.126371,2.0
1,13:00:00,0008,88101,3,39.237457,-85.891332,7.3
1,13:00:00,0008,88101,3,39.965278,-76.699444,7.6
1,13:00:00,0008,88101,3,40.304694,-79.505667,-0.2
1,13:00:00,0008,88101,3,40.431639,-86.8525,3.3
1,13:00:00,0008,88101,4,40.304694,-79.505667,4.1
1,13:00:00,0008,88101,3,61.534163,-149.031655,17.0
1,13:00:00,0008,88101,3,43.54792,-96.700769,-2.7
1,14:00:00,0008,88101,4,40.304694,-79.505667,6.4
1,14:00:00,0008,88101,3,39.965278,-76.699444,8.7
1,14:00:00,0008,88101,3,40.304694,-79.505667,7.3
1,14:00:00,0008,88101,3,36.209286,-121.126371,0.0
1,14:00:00,0008,88101,3,41.657155,-85.968446,7.6
1,14:00:00,0008,88101,3,40.431639,-86.8525,7.0
1,14:00:00,0008,88101,3,39.237457,-85.891332,10.4
1,14:00:00,0008,88101,3,43.54792,-96.700769,-1.2
1,14:00:00,0008,88101,3,61.534163,-149.031655,8.0
1,15:00:00,0008,88101,3,39.237457,-85.891332,7.4
1,15:00:00,0008,88101,3,40.304694,-79.505667,6.8
1,15:00:00,0008,88101,3,36.209286,-121.126371,1.0
1,15:00:00,0008,88101,3,41.657155,-85.968446,12.7
1,15:00:00,0008,88101,4,40.304694,-79.505667,6.2
1,15:00:00,0008,88101,3,39.965278,-76.699444,6.6
1,15:00:00,0008,88101,3,40.431639,-86.8525,6.4
1,15:00:00,0008,88101,3,61.534163,-149.031655,10.0
1,15:00:00,0008,88101,3,43.54792,-96.700769,2.0
1,16:00:00,0008,88101,3,36.209286,-121.126371,2.0
1,16:00:00,0008,88101,3,41.657155,-85.968446,14.1
1,16:00:00,0008,88101,3,39.965278,-76.699444,5.2
1,16:00:00,0008,88101,3,40.431639,-86.8525,7.6
1,16:00:00,0008,88101,3,39.237457,-85.891332,6.7
1,16:00:00,0008,88101,4,40.304694,-79.505667,9.1
1,16:00:00,0008,88101,3,40.304694,-79.505667,6.4
1,16:00:00,0008,88101,3,43.54792,-96.700769,3.0
1,16:00:00,0008,88101,3,61.534163,-149.031655,12.0
1,17:00:00,0008,88101,3,41.657155,-85.968446,9.7
1,17:00:00,0008,88101,3,40.431639,-86.8525,8.7
1,17:00:00,0008,88101,4,40.304694,-79.505667,27.1
1,17:00:00,0008,88101,3,36.209286,-121.126371,3.0
1,17:00:00,0008,88101,3,39.965278,-76.699444,5.2
1,17:00:00,0008,88101,3,40.304694,-79.505667,5.3
1,17:00:00,0008,88101,3,39.237457,-85.891332,5.3
1,17:00:00,0008,88101,3,61.534163,-149.031655,10.0
1,17:00:00,0008,88101,3,43.54792,-96.700769,2.2
1,18:00:00,0008,88101,3,39.237457,-85.891332,2.8
1,18:00:00,0008,88101,4,40.304694,-79.505667,12.0
1,18:00:00,0008,88101,3,36.209286,-121.126371,2.0
1,18:00:00,0008,88101,3,41.657155,-85.968446,8.1
1,18:00:00,0008,88101,3,40.304694,-79.505667,5.2
1,18:00:00,0008,88101,3,40.431639,-86.8525,7.8
1,18:00:00,0008,88101,3,39.965278,-76.699444,6.4
1,18:00:00,0008,88101,3,43.54792,-96.700769,3.0
1,18:00:00,0008,88101,3,61.534163,-149.031655,5.0
1,19:00:00,0008,88101,3,39.965278,-76.699444,6.4
1,19:00:00,0008,88101,3,36.209286,-121.126371,4.0
1,19:00:00,0008,88101,3,39.237457,-85.891332,3.5
1,19:00:00,0008,88101,3,40.431639,-86.8525,5.7
