day_of_year,time,site_num,parameter_code,poc,latitude,longitude,sample_measurement
1,00:00:00,0029,88101,3,47.1864,-122.4517,6.8
1,00:00:00,0029,88101,3,43.660246,-70.268965,5.3
1,00:00:00,0029,88101,3,40.084514,-82.815585,8.5
1,00:00:00,0029,88101,1,35.01708,-106.65739,4.1
1,01:00:00,0029,88101,3,47.1864,-122.4517,14.0
1,01:00:00,0029,88101,3,43.660246,-70.268965,6.9
1,01:00:00,0029,88101,3,40.084514,-82.815585,9.3
1,01:00:00,0029,88101,1,35.01708,-106.65739,11.4
1,02:00:00,0029,88101,3,47.1864,-122.4517,23.7
1,02:00:00,0029,88101,3,43.660246,-70.268965,7.2
1,02:00:00,0029,88101,1,35.01708,-106.65739,9.3
1,02:00:00,0029,88101,3,40.084514,-82.815585,6.0
1,03:00:00,0029,88101,3,47.1864,-122.4517,64.5
1,03:00:00,0029,88101,3,43.660246,-70.268965,8.2
1,03:00:00,0029,88101,3,40.084514,-82.815585,3.6
1,03:00:00,0029,88101,1,35.01708,-106.65739,8.5
1,04:00:00,0029,88101,3,47.1864,-122.4517,58.8
1,04:00:00,0029,88101,3,43.660246,-70.268965,5.8
1,04:00:00,0029,88101,1,35.01708,-106.65739,7.1
1,04:00:00,0029,88101,3,40.084514,-82.815585,3.9
1,05:00:00,0029,88101,3,47.1864,-122.4517,66.9
1,05:00:00,0029,88101,3,43.660246,-70.268965,6.5
1,05:00:00,0029,88101,3,40.084514,-82.815585,9.1
1,05:00:00,0029,88101,1,35.01708,-106.65739,7.2
1,06:00:00,0029,88101,3,40.084514,-82.815585,9.0
1,06:00:00,0029,88101,3,43.660246,-70.268965,11.3
1,06:00:00,0029,88101,3,47.1864,-122.4517,71.6
1,06:00:00,0029,88101,1,35.01708,-106.65739,5.4
1,07:00:00,0029,88101,3,43.660246,-70.268965,8.9
1,07:00:00,0029,88101,3,40.084514,-82.815585,8.1
1,07:00:00,0029,88101,3,47.1864,-122.4517,75.4
1,07:00:00,0029,88101,1,35.01708,-106.65739,25.0
1,08:00:00,0029,88101,3,47.1864,-122.4517,85.9
1,08:00:00,0029,88101,3,40.084514,-82.815585,9.5
1,08:00:00,0029,88101,3,43.660246,-70.268965,4.8
1,08:00:00,0029,88101,1,35.01708,-106.65739,19.3
1,09:00:00,0029,88101,3,40.084514,-82.815585,9.6
1,09:00:00,0029,88101,3,47.1864,-122.4517,79.2
1,09:00:00,0029,88101,3,43.660246,-70.268965,6.0
1,09:00:00,0029,88101,1,35.01708,-106.65739,18.0
1,10:00:00,0029,88101,3,43.660246,-70.268965,14.0
1,10:00:00,0029,88101,3,40.084514,-82.815585,9.6
1,10:00:00,0029,88101,3,47.1864,-122.4517,103.7
1,10:00:00,0029,88101,1,35.01708,-106.65739,15.4
1,11:00:00,0029,88101,3,40.084514,-82.815585,9.1
1,11:00:00,0029,88101,3,47.1864,-122.4517,101.0
1,11:00:00,0029,88101,3,43.660246,-70.268965,15.0
1,11:00:00,0029,88101,1,35.01708,-106.65739,12.3
1,12:00:00,0029,88101,3,40.084514,-82.815585,10.0
1,12:00:00,0029,88101,3,43.660246,-70.268965,7.1
1,12:00:00,0029,88101,3,47.1864,-122.4517,99.1
1,12:00:00,0029,88101,1,35.01708,-106.65739,20.0
1,13:00:00,0029,88101,3,43.660246,-70.268965,14.8
1,13:00:00,0029,88101,3,40.084514,-82.815585,11.3
1,13:00:00,0029,88101,3,47.1864,-122.4517,86.6
1,13:00:00,0029,88101,1,35.01708,-106.65739,15.2
1,14:00:00,0029,88101,3,43.660246,-70.268965,8.7
1,14:00:00,0029,88101,3,40.084514,-82.815585,11.3
1,14:00:00,0029,88101,3,47.1864,-122.4517,77.7
1,14:00:00,0029,88101,1,35.01708,-106.65739,12.8
1,15:00:00,0029,88101,3,40.084514,-82.815585,9.6
1,15:00:00,0029,88101,3,47.1864,-122.4517,72.8
1,15:00:00,0029,88101,3,43.660246,-70.268965,5.3
1,15:00:00,0029,88101,1,35.01708,-106.65739,10.6
1,16:00:00,0029,88101,3,43.660246,-70.268965,4.6
1,16:00:00,0029,88101,3,40.084514,-82.815585,7.3
1,16:00:00,0029,88101,3,47.1864,-122.4517,64.4
1,16:00:00,0029,88101,1,35.01708,-106.65739,6.9
1,17:00:00,0029,88101,3,47.1864,-122.4517,53.5
1,17:00:00,0029,88101,3,43.660246,-70.268965,5.5
1,17:00:00,0029,88101,3,40.084514,-82.815585,6.6
1,17:00:00,0029,88101,1,35.01708,-106.65739,5.5
1,18:00:00,0029,88101,3,43.660246,-70.268965,6.7
1,18:00:00,0029,88101,3,47.1864,-122.4517,31.6
1,18:00:00,0029,88101,3,40.084514,-82.815585,8.1
1,18:00:00,0029,88101,1,35.01708,-106.65739,12.5
1,19:00:00,0029,88101,3,47.1864,-122.4517,26.2
1,19:00:00,0029,88101,3,43.660246,-70.268965,5.8
1,19:00:00,0029,88101,3,40.084514,-82.815585,8.6
1,19:00:00,0029,88101,1,35.01708,-106.65739,9.1
1,20:00:00,0029,88101,3,43.660246,-70.268965,4.1
1,20:00:00,0029,88101,3,40.084514,-82.815585,8.3
1,20:00:00,0029,88101,3,47.1864,-122.4517,11.7
1,20:00:00,0029,88101,1,35.01708,-106.65739,5.7
1,21:00:00,0029,88101,3,47.1864,-122.4517,9.8
1,21:00:00,0029,88101,3,43.660246,-70.268965,6.0
1,21:00:00,0029,88101,3,40.084514,-82.815585,9.5
1,21:00:00,0029,88101,1,35.01708,-106.65739,4.3
1,22:00:00,0029,88101,3,47.1864,-122.4517,13.5
1,22:00:00,0029,88101,3,43.660246,-70.268965,5.3
1,22:00:00,0029,88101,3,40.084514,-82.815585,8.6
1,22:00:00,0029,88101,1,35.01708,-106.65739,5.0
1,23:00:00,0029,88101,3,43.660246,-70.268965,5.3
1,23:00:00,0029,88101,3,40.084514,-82.815585,8.3
1,23:00:00,0029,88101,3,47.1864,-122.4517,15.3
1,23:00:00,0029,88101,1,35.01708,-106.65739,8.9
2,00:00:00,0029,88101,3,43.660246,-70.268965,5.7
2,00:00:00,0029,88101,3,47.1864,-122.4517,18.6
2,00:00:00,0029,88101,3,40.084514,-82.815585,8.3
2,00:00:00,0029,88101,1,35.01708,-106.65739,10.1
2,01:00:00,0029,88101,3,40.084514,-82.815585,9.8
2,01:00:00,0029,88101,3,43.660246,-70.268965,8.4
2,01:00:00,0029,88101,3,47.1864,-122.4517,25.0
2,01:00:00,0029,88101,1,35.01708,-106.65739,12.1
2,02:00:00,0029,88101,3,43.660246,-70.268965,5.8
2,02:00:00,0029,88101,3,40.084514,-82.815585,10.3
2,02:00:00,0029,88101,3,47.1864,-122.4517,26.4
2,02:00:00,0029,88101,1,35.01708,-106.65739,25.7
2,03:00:00,0029,88101,3,47.1864,-122.4517,34.3
2,03:00:00,0029,88101,3,43.660246,-70.268965,4.5
2,03:00:00,0029,88101,3,40.084514,-82.815585,10.3
2,03:00:00,0029,88101,1,35.01708,-106.65739,30.1
2,04:00:00,0029,88101,3,40.084514,-82.815585,10.0
2,04:00:00,0029,88101,3,47.1864,-122.4517,36.8
2,04:00:00,0029,88101,3,43.660246,-70.268965,8.9
2,04:00:00,0029,88101,1,35.01708,-106.65739,22.7
2,05:00:00,0029,88101,3,40.084514,-82.815585,8.1
2,05:00:00,0029,88101,3,43.660246,-70.268965,13.3
2,05:00:00,0029,88101,3,47.1864,-122.4517,46.1
