day_of_year,time,site_num,parameter_code,poc,latitude,longitude,sample_measurement
1,00:00:00,1003,88101,3,33.41018,-111.86536,11.9
1,00:00:00,1003,88101,3,36.487823,-117.871036,3.6
1,00:00:00,1003,88101,3,41.784722,-72.631667,6.0
1,00:00:00,1003,88101,3,36.694261,-121.623271,3.0
1,01:00:00,1003,88101,3,36.487823,-117.871036,8.4
1,01:00:00,1003,88101,3,36.694261,-121.623271,5.0
1,01:00:00,1003,88101,3,33.41018,-111.86536,11.9
1,01:00:00,1003,88101,3,41.784722,-72.631667,5.0
1,02:00:00,1003,88101,3,36.487823,-117.871036,6.2
1,02:00:00,1003,88101,3,41.784722,-72.631667,4.0
1,02:00:00,1003,88101,3,36.694261,-121.623271,7.0
1,02:00:00,1003,88101,3,33.41018,-111.86536,12.2
1,03:00:00,1003,88101,3,36.694261,-121.623271,6.0
1,03:00:00,1003,88101,3,36.487823,-117.871036,6.9
1,03:00:00,1003,88101,3,33.41018,-111.86536,12.8
1,03:00:00,1003,88101,3,41.784722,-72.631667,4.0
1,04:00:00,1003,88101,3,36.487823,-117.871036,4.2
1,04:00:00,1003,88101,3,33.41018,-111.86536,21.5
1,04:00:00,1003,88101,3,36.694261,-121.623271,66.0
1,04:00:00,1003,88101,3,41.784722,-72.631667,5.0
1,05:00:00,1003,88101,3,36.487823,-117.871036,1.3
1,05:00:00,1003,88101,3,41.784722,-72.631667,26.0
1,05:00:00,1003,88101,3,36.694261,-121.623271,100.0
1,05:00:00,1003,88101,3,33.41018,-111.86536,50.2
1,06:00:00,1003,88101,3,41.784722,-72.631667,17.0
1,06:00:00,1003,88101,3,33.41018,-111.86536,97.5
1,06:00:00,1003,88101,3,36.487823,-117.871036,2.7
1,06:00:00,1003,88101,3,36.694261,-121.623271,87.0
1,07:00:00,1003,88101,3,33.41018,-111.86536,11.6
1,07:00:00,1003,88101,3,36.487823,-117.871036,-0.2
1,07:00:00,1003,88101,3,36.694261,-121.623271,31.0
1,07:00:00,1003,88101,3,41.784722,-72.631667,17.0
1,08:00:00,1003,88101,3,36.694261,-121.623271,18.0
1,08:00:00,1003,88101,3,33.41018,-111.86536,11.4
1,08:00:00,1003,88101,3,36.487823,-117.871036,5.8
1,08:00:00,1003,88101,3,41.784722,-72.631667,16.0
1,09:00:00,1003,88101,3,36.694261,-121.623271,11.0
1,09:00:00,1003,88101,3,33.41018,-111.86536,8.3
1,09:00:00,1003,88101,3,36.487823,-117.871036,3.5
1,09:00:00,1003,88101,3,41.784722,-72.631667,13.0
1,10:00:00,1003,88101,3,36.694261,-121.623271,9.0
1,10:00:00,1003,88101,3,33.41018,-111.86536,8.4
1,10:00:00,1003,88101,3,41.784722,-72.631667,13.0
1,10:00:00,1003,88101,3,36.487823,-117.871036,4.8
1,11:00:00,1003,88101,3,33.41018,-111.86536,9.5
1,11:00:00,1003,88101,3,36.694261,-121.623271,5.0
1,11:00:00,1003,88101,3,36.487823,-117.871036,2.2
1,11:00:00,1003,88101,3,41.784722,-72.631667,12.0
1,12:00:00,1003,88101,3,33.41018,-111.86536,9.1
1,12:00:00,1003,88101,3,36.694261,-121.623271,4.0
1,12:00:00,1003,88101,3,41.784722,-72.631667,12.0
1,12:00:00,1003,88101,3,36.487823,-117.871036,1.9
1,13:00:00,1003,88101,3,33.41018,-111.86536,9.5
1,13:00:00,1003,88101,3,36.694261,-121.623271,4.0
1,13:00:00,1003,88101,3,41.784722,-72.631667,13.0
1,13:00:00,1003,88101,3,36.487823,-117.871036,1.8
1,14:00:00,1003,88101,3,33.41018,-111.86536,13.3
1,14:00:00,1003,88101,3,36.694261,-121.623271,2.0
1,14:00:00,1003,88101,3,41.784722,-72.631667,13.0
1,14:00:00,1003,88101,3,36.487823,-117.871036,2.3
1,15:00:00,1003,88101,3,36.694261,-121.623271,0.0
1,15:00:00,1003,88101,3,33.41018,-111.86536,10.4
1,15:00:00,1003,88101,3,36.487823,-117.871036,4.8
1,15:00:00,1003,88101,3,41.784722,-72.631667,13.0
1,16:00:00,1003,88101,3,36.694261,-121.623271,0.0
1,16:00:00,1003,88101,3,33.41018,-111.86536,7.2
1,16:00:00,1003,88101,3,41.784722,-72.631667,10.0
1,16:00:00,1003,88101,3,36.487823,-117.871036,3.3
1,17:00:00,1003,88101,3,36.694261,-121.623271,2.0
1,17:00:00,1003,88101,3,33.41018,-111.86536,8.6
1,17:00:00,1003,88101,3,36.487823,-117.871036,-0.4
1,17:00:00,1003,88101,3,41.784722,-72.631667,9.0
1,18:00:00,1003,88101,3,36.694261,-121.623271,1.0
1,18:00:00,1003,88101,3,33.41018,-111.86536,4.3
1,18:00:00,1003,88101,3,41.784722,-72.631667,11.0
1,18:00:00,1003,88101,3,36.487823,-117.871036,5.5
1,19:00:00,1003,88101,3,33.41018,-111.86536,6.6
1,19:00:00,1003,88101,3,36.694261,-121.623271,-1.0
1,19:00:00,1003,88101,3,41.784722,-72.631667,11.0
1,19:00:00,1003,88101,3,36.487823,-117.871036,4.1
1,20:00:00,1003,88101,3,33.41018,-111.86536,4.9
1,20:00:00,1003,88101,3,36.694261,-121.623271,2.0
1,20:00:00,1003,88101,3,36.487823,-117.871036,3.5
1,20:00:00,1003,88101,3,41.784722,-72.631667,10.0
1,21:00:00,1003,88101,3,33.41018,-111.86536,6.2
1,21:00:00,1003,88101,3,36.694261,-121.623271,2.0
1,21:00:00,1003,88101,3,41.784722,-72.631667,11.0
1,21:00:00,1003,88101,3,36.487823,-117.871036,4.4
1,22:00:00,1003,88101,3,36.694261,-121.623271,2.0
1,22:00:00,1003,88101,3,33.41018,-111.86536,3.6
1,22:00:00,1003,88101,3,36.487823,-117.871036,1.9
1,22:00:00,1003,88101,3,41.784722,-72.631667,10.0
1,23:00:00,1003,88101,3,33.41018,-111.86536,3.5
1,23:00:00,1003,88101,3,36.694261,-121.623271,4.0
1,23:00:00,1003,88101,3,41.784722,-72.631667,20.0
1,23:00:00,1003,88101,3,36.487823,-117.871036,2.1
2,00:00:00,1003,88101,3,36.694261,-121.623271,3.0
2,00:00:00,1003,88101,3,33.41018,-111.86536,7.2
2,00:00:00,1003,88101,3,41.784722,-72.631667,15.0
2,00:00:00,1003,88101,3,36.487823,-117.871036,6.5
2,01:00:00,1003,88101,3,33.41018,-111.86536,9.9
2,01:00:00,1003,88101,3,36.694261,-121.623271,6.0
2,01:00:00,1003,88101,3,36.487823,-117.871036,16.8
2,01:00:00,1003,88101,3,41.784722,-72.631667,22.0
2,02:00:00,1003,88101,3,33.41018,-111.86536,20.5
2,02:00:00,1003,88101,3,36.694261,-121.623271,5.0
2,02:00:00,1003,88101,3,36.487823,-117.871036,11.4
2,02:00:00,1003,88101,3,41.784722,-72.631667,18.0
2,03:00:00,1003,88101,3,36.694261,-121.623271,7.0
2,03:00:00,1003,88101,3,33.41018,-111.86536,19.0
