day_of_year,time,site_num,parameter_code,poc,latitude,longitude,sample_measurement
1,00:00:00,0901,88101,3,46.493633,-84.364207,6.9
1,01:00:00,0901,88101,3,46.493633,-84.364207,5.0
1,02:00:00,0901,88101,3,46.493633,-84.364207,7.9
1,03:00:00,0901,88101,3,46.493633,-84.364207,7.0
1,04:00:00,0901,88101,3,46.493633,-84.364207,10.0
1,05:00:00,0901,88101,3,46.493633,-84.364207,6.0
1,06:00:00,0901,88101,3,46.493633,-84.364207,6.0
1,07:00:00,0901,88101,3,46.493633,-84.364207,7.9
1,08:00:00,0901,88101,3,46.493633,-84.364207,6.0
1,09:00:00,0901,88101,3,46.493633,-84.364207,7.9
1,10:00:00,0901,88101,3,46.493633,-84.364207,6.9
1,11:00:00,0901,88101,3,46.493633,-84.364207,6.0
1,12:00:00,0901,88101,3,46.493633,-84.364207,6.0
1,13:00:00,0901,88101,3,46.493633,-84.364207,7.0
1,14:00:00,0901,88101,3,46.493633,-84.364207,8.9
1,15:00:00,0901,88101,3,46.493633,-84.364207,7.9
1,16:00:00,0901,88101,3,46.493633,-84.364207,7.0
1,17:00:00,0901,88101,3,46.493633,-84.364207,6.9
1,18:00:00,0901,88101,3,46.493633,-84.364207,6.1
1,19:00:00,0901,88101,3,46.493633,-84.364207,11.9
1,20:00:00,0901,88101,3,46.493633,-84.364207,10.9
1,21:00:00,0901,88101,3,46.493633,-84.364207,7.9
1,22:00:00,0901,88101,3,46.493633,-84.364207,7.0
1,23:00:00,0901,88101,3,46.493633,-84.364207,9.9
2,00:00:00,0901,88101,3,46.493633,-84.364207,7.0
2,01:00:00,0901,88101,3,46.493633,-84.364207,7.9
2,02:00:00,0901,88101,3,46.493633,-84.364207,5.9
2,03:00:00,0901,88101,3,46.493633,-84.364207,5.0
2,04:00:00,0901,88101,3,46.493633,-84.364207,4.9
2,05:00:00,0901,88101,3,46.493633,-84.364207,4.2
2,06:00:00,0901,88101,3,46.493633,-84.364207,11.9
2,07:00:00,0901,88101,3,46.493633,-84.364207,11.2
2,08:00:00,0901,88101,3,46.493633,-84.364207,18.7
2,09:00:00,0901,88101,3,46.493633,-84.364207,8.9
2,10:00:00,0901,88101,3,46.493633,-84.364207,6.9
2,11:00:00,0901,88101,3,46.493633,-84.364207,6.1
2,12:00:00,0901,88101,3,46.493633,-84.364207,10.9
2,13:00:00,0901,88101,3,46.493633,-84.364207,8.0
2,14:00:00,0901,88101,3,46.493633,-84.364207,8.9
2,15:00:00,0901,88101,3,46.493633,-84.364207,7.9
2,16:00:00,0901,88101,3,46.493633,-84.364207,7.0
2,17:00:00,0901,88101,3,46.493633,-84.364207,7.9
2,18:00:00,0901,88101,3,46.493633,-84.364207,6.9
2,19:00:00,0901,88101,3,46.493633,-84.364207,6.2
2,20:00:00,0901,88101,3,46.493633,-84.364207,15.7
2,21:00:00,0901,88101,3,46.493633,-84.364207,7.9
2,22:00:00,0901,88101,3,46.493633,-84.364207,6.0
2,23:00:00,0901,88101,3,46.493633,-84.364207,7.0
3,00:00:00,0901,88101,3,46.493633,-84.364207,7.0
3,01:00:00,0901,88101,3,46.493633,-84.364207,9.9
3,02:00:00,0901,88101,3,46.493633,-84.364207,6.9
3,03:00:00,0901,88101,3,46.493633,-84.364207,6.0
3,04:00:00,0901,88101,3,46.493633,-84.364207,6.0
3,05:00:00,0901,88101,3,46.493633,-84.364207,7.1
3,06:00:00,0901,88101,3,46.493633,-84.364207,11.0
3,07:00:00,0901,88101,3,46.493633,-84.364207,11.8
3,08:00:00,0901,88101,3,46.493633,-84.364207,7.0
3,09:00:00,0901,88101,3,46.493633,-84.364207,7.9
3,10:00:00,0901,88101,3,46.493633,-84.364207,5.9
3,11:00:00,0901,88101,3,46.493633,-84.364207,4.9
3,12:00:00,0901,88101,3,46.493633,-84.364207,4.0
3,13:00:00,0901,88101,3,46.493633,-84.364207,4.0
3,14:00:00,0901,88101,3,46.493633,-84.364207,6.0
3,15:00:00,0901,88101,3,46.493633,-84.364207,8.9
3,16:00:00,0901,88101,3,46.493633,-84.364207,7.0
3,17:00:00,0901,88101,3,46.493633,-84.364207,7.0
3,18:00:00,0901,88101,3,46.493633,-84.364207,9.1
3,19:00:00,0901,88101,3,46.493633,-84.364207,13.9
3,20:00:00,0901,88101,3,46.493633,-84.364207,12.8
3,21:00:00,0901,88101,3,46.493633,-84.364207,8.9
3,22:00:00,0901,88101,3,46.493633,-84.364207,7.0
3,23:00:00,0901,88101,3,46.493633,-84.364207,10.0
4,00:00:00,0901,88101,3,46.493633,-84.364207,11.9
4,01:00:00,0901,88101,3,46.493633,-84.364207,11.0
4,02:00:00,0901,88101,3,46.493633,-84.364207,12.9
4,03:00:00,0901,88101,3,46.493633,-84.364207,10.0
4,04:00:00,0901,88101,3,46.493633,-84.364207,12.9
4,05:00:00,0901,88101,3,46.493633,-84.364207,11.8
4,06:00:00,0901,88101,3,46.493633,-84.364207,8.0
4,07:00:00,0901,88101,3,46.493633,-84.364207,9.0
4,08:00:00,0901,88101,3,46.493633,-84.364207,9.0
4,09:00:00,0901,88101,3,46.493633,-84.364207,9.9
4,10:00:00,0901,88101,3,46.493633,-84.364207,8.0
4,11:00:00,0901,88101,3,46.493633,-84.364207,9.9
4,12:00:00,0901,88101,3,46.493633,-84.364207,8.1
4,13:00:00,0901,88101,3,46.493633,-84.364207,12.9
4,14:00:00,0901,88101,3,46.493633,-84.364207,11.0
4,15:00:00,0901,88101,3,46.493633,-84.364207,11.0
4,16:00:00,0901,88101,3,46.493633,-84.364207,12.8
4,20:00:00,0901,88101,3,46.493633,-84.364207,8.1
4,21:00:00,0901,88101,3,46.493633,-84.364207,11.9
4,22:00:00,0901,88101,3,46.493633,-84.364207,10.0
4,23:00:00,0901,88101,3,46.493633,-84.364207,10.9
5,00:00:00,0901,88101,3,46.493633,-84.364207,8.0
5,01:00:00,0901,88101,3,46.493633,-84.364207,10.1
5,02:00:00,0901,88101,3,46.493633,-84.364207,15.2
5,03:00:00,0901,88101,3,46.493633,-84.364207,24.8
5,04:00:00,0901,88101,3,46.493633,-84.364207,18.2
5,05:00:00,0901,88101,3,46.493633,-84.364207,26.0
