day_of_year,time,site_num,parameter_code,poc,latitude,longitude,sample_measurement
1,00:00:00,0021,88101,5,47.672482,-117.364852,28.0
1,00:00:00,0021,88101,3,35.551868,-80.395039,6.4
1,00:00:00,0021,88101,1,31.796218,-106.584434,12.0
1,00:00:00,0021,88101,3,38.013333,-87.577222,11.8
1,01:00:00,0021,88101,5,47.672482,-117.364852,25.0
1,01:00:00,0021,88101,3,35.551868,-80.395039,5.7
1,01:00:00,0021,88101,3,38.013333,-87.577222,14.1
1,01:00:00,0021,88101,1,31.796218,-106.584434,25.0
1,02:00:00,0021,88101,5,47.672482,-117.364852,37.0
1,02:00:00,0021,88101,3,38.013333,-87.577222,12.4
1,02:00:00,0021,88101,1,31.796218,-106.584434,44.0
1,02:00:00,0021,88101,3,35.551868,-80.395039,8.6
1,03:00:00,0021,88101,5,47.672482,-117.364852,36.0
1,03:00:00,0021,88101,3,38.013333,-87.577222,12.7
1,03:00:00,0021,88101,1,31.796218,-106.584434,12.0
1,03:00:00,0021,88101,3,35.551868,-80.395039,7.9
1,04:00:00,0021,88101,5,47.672482,-117.364852,57.0
1,04:00:00,0021,88101,3,38.013333,-87.577222,13.6
1,04:00:00,0021,88101,1,31.796218,-106.584434,14.0
1,04:00:00,0021,88101,3,35.551868,-80.395039,8.9
1,05:00:00,0021,88101,5,47.672482,-117.364852,58.0
1,05:00:00,0021,88101,1,31.796218,-106.584434,15.0
1,05:00:00,0021,88101,3,38.013333,-87.577222,11.2
1,06:00:00,0021,88101,5,47.672482,-117.364852,37.0
1,06:00:00,0021,88101,3,38.013333,-87.577222,18.3
1,06:00:00,0021,88101,1,31.796218,-106.584434,7.0
1,07:00:00,0021,88101,3,38.013333,-87.577222,22.2
1,07:00:00,0021,88101,1,31.796218,-106.584434,10.0
1,07:00:00,0021,88101,5,47.672482,-117.364852,47.0
1,08:00:00,0021,88101,3,47.672482,-117.364852,29.6
1,08:00:00,0021,88101,3,38.013333,-87.577222,16.3
1,08:00:00,0021,88101,1,31.796218,-106.584434,9.0
1,09:00:00,0021,88101,1,31.796218,-106.584434,9.0
1,09:00:00,0021,88101,3,38.013333,-87.577222,16.2
1,09:00:00,0021,88101,3,47.672482,-117.364852,33.9
1,10:00:00,0021,88101,1,31.796218,-106.584434,10.0
1,10:00:00,0021,88101,3,38.013333,-87.577222,14.9
1,10:00:00,0021,88101,3,47.672482,-117.364852,33.5
1,11:00:00,0021,88101,3,38.013333,-87.577222,12.5
1,11:00:00,0021,88101,1,31.796218,-106.584434,8.0
1,11:00:00,0021,88101,3,47.672482,-117.364852,28.6
1,12:00:00,0021,88101,3,47.672482,-117.364852,19.4
1,12:00:00,0021,88101,1,31.796218,-106.584434,6.0
1,12:00:00,0021,88101,3,38.013333,-87.577222,12.3
