day_of_year,time,site_num,parameter_code,poc,latitude,longitude,sample_measurement
1,05:00:00,1111,88101,3,27.95555,-82.46714,21.7
1,06:00:00,1111,88101,3,27.95555,-82.46714,20.0
1,07:00:00,1111,88101,3,27.95555,-82.46714,13.0
1,08:00:00,1111,88101,3,27.95555,-82.46714,12.3
1,09:00:00,1111,88101,3,27.95555,-82.46714,6.9
1,10:00:00,1111,88101,3,27.95555,-82.46714,5.5
1,11:00:00,1111,88101,3,27.95555,-82.46714,7.9
1,12:00:00,1111,88101,3,27.95555,-82.46714,7.4
1,13:00:00,1111,88101,3,27.95555,-82.46714,-2.0
1,14:00:00,1111,88101,3,27.95555,-82.46714,-3.4
1,15:00:00,1111,88101,3,27.95555,-82.46714,1.3
1,16:00:00,1111,88101,3,27.95555,-82.46714,-0.1
1,17:00:00,1111,88101,3,27.95555,-82.46714,0.3
1,18:00:00,1111,88101,3,27.95555,-82.46714,1.8
1,19:00:00,1111,88101,3,27.95555,-82.46714,-3.2
1,20:00:00,1111,88101,3,27.95555,-82.46714,2.8
1,21:00:00,1111,88101,3,27.95555,-82.46714,8.2
1,22:00:00,1111,88101,3,27.95555,-82.46714,14.6
1,23:00:00,1111,88101,3,27.95555,-82.46714,11.7
2,00:00:00,1111,88101,3,27.95555,-82.46714,17.9
2,01:00:00,1111,88101,3,27.95555,-82.46714,15.6
2,02:00:00,1111,88101,3,27.95555,-82.46714,12.9
2,03:00:00,1111,88101,3,27.95555,-82.46714,11.2
2,04:00:00,1111,88101,3,27.95555,-82.46714,7.0
2,05:00:00,1111,88101,3,27.95555,-82.46714,5.2
2,06:00:00,1111,88101,3,27.95555,-82.46714,15.6
2,07:00:00,1111,88101,3,27.95555,-82.46714,20.8
2,08:00:00,1111,88101,3,27.95555,-82.46714,22.3
2,09:00:00,1111,88101,3,27.95555,-82.46714,13.2
2,10:00:00,1111,88101,3,27.95555,-82.46714,6.5
2,11:00:00,1111,88101,3,27.95555,-82.46714,6.2
2,12:00:00,1111,88101,3,27.95555,-82.46714,6.0
2,13:00:00,1111,88101,3,27.95555,-82.46714,9.8
2,14:00:00,1111,88101,3,27.95555,-82.46714,3.4
2,15:00:00,1111,88101,3,27.95555,-82.46714,6.4
2,16:00:00,1111,88101,3,27.95555,-82.46714,2.0
2,17:00:00,1111,88101,3,27.95555,-82.46714,-0.4
2,18:00:00,1111,88101,3,27.95555,-82.46714,1.7
2,19:00:00,1111,88101,3,27.95555,-82.46714,6.8
2,20:00:00,1111,88101,3,27.95555,-82.46714,11.3
2,21:00:00,1111,88101,3,27.95555,-82.46714,10.7
2,22:00:00,1111,88101,3,27.95555,-82.46714,18.2
2,23:00:00,1111,88101,3,27.95555,-82.46714,18.0
3,00:00:00,1111,88101,3,27.95555,-82.46714,20.0
3,01:00:00,1111,88101,3,27.95555,-82.46714,9.4
3,02:00:00,1111,88101,3,27.95555,-82.46714,15.4
3,03:00:00,1111,88101,3,27.95555,-82.46714,12.2
3,04:00:00,1111,88101,3,27.95555,-82.46714,9.9
3,05:00:00,1111,88101,3,27.95555,-82.46714,2.9
3,06:00:00,1111,88101,3,27.95555,-82.46714,5.0
3,07:00:00,1111,88101,3,27.95555,-82.46714,5.5
3,08:00:00,1111,88101,3,27.95555,-82.46714,7.7
3,09:00:00,1111,88101,3,27.95555,-82.46714,5.4
3,10:00:00,1111,88101,3,27.95555,-82.46714,5.2
3,11:00:00,1111,88101,3,27.95555,-82.46714,4.0
3,12:00:00,1111,88101,3,27.95555,-82.46714,5.0
3,13:00:00,1111,88101,3,27.95555,-82.46714,6.8
3,14:00:00,1111,88101,3,27.95555,-82.46714,6.2
3,15:00:00,1111,88101,3,27.95555,-82.46714,5.2
3,16:00:00,1111,88101,3,27.95555,-82.46714,6.8
3,17:00:00,1111,88101,3,27.95555,-82.46714,6.3
3,18:00:00,1111,88101,3,27.95555,-82.46714,9.1
3,19:00:00,1111,88101,3,27.95555,-82.46714,10.0
3,20:00:00,1111,88101,3,27.95555,-82.46714,10.9
3,21:00:00,1111,88101,3,27.95555,-82.46714,7.3
3,22:00:00,1111,88101,3,27.95555,-82.46714,5.7
3,23:00:00,1111,88101,3,27.95555,-82.46714,7.7
4,00:00:00,1111,88101,3,27.95555,-82.46714,3.6
4,01:00:00,1111,88101,3,27.95555,-82.46714,7.2
4,02:00:00,1111,88101,3,27.95555,-82.46714,9.3
4,03:00:00,1111,88101,3,27.95555,-82.46714,12.9
4,04:00:00,1111,88101,3,27.95555,-82.46714,14.2
4,05:00:00,1111,88101,3,27.95555,-82.46714,12.7
4,06:00:00,1111,88101,3,27.95555,-82.46714,13.8
4,07:00:00,1111,88101,3,27.95555,-82.46714,3.7
4,08:00:00,1111,88101,3,27.95555,-82.46714,3.5
4,09:00:00,1111,88101,3,27.95555,-82.46714,12.0
4,10:00:00,1111,88101,3,27.95555,-82.46714,7.7
4,11:00:00,1111,88101,3,27.95555,-82.46714,6.7
4,12:00:00,1111,88101,3,27.95555,-82.46714,5.7
4,13:00:00,1111,88101,3,27.95555,-82.46714,7.1
4,14:00:00,1111,88101,3,27.95555,-82.46714,6.2
