day_of_year,time,site_num,parameter_code,poc,latitude,longitude,sample_measurement
1,00:00:00,9812,88101,3,33.4265,-112.11821,5.0
1,01:00:00,9812,88101,3,33.4265,-112.11821,7.5
1,02:00:00,9812,88101,3,33.4265,-112.11821,8.9
1,03:00:00,9812,88101,3,33.4265,-112.11821,6.9
1,04:00:00,9812,88101,3,33.4265,-112.11821,6.2
1,05:00:00,9812,88101,3,33.4265,-112.11821,9.4
1,06:00:00,9812,88101,3,33.4265,-112.11821,31.3
1,07:00:00,9812,88101,3,33.4265,-112.11821,6.3
1,08:00:00,9812,88101,3,33.4265,-112.11821,9.0
1,09:00:00,9812,88101,3,33.4265,-112.11821,9.5
1,10:00:00,9812,88101,3,33.4265,-112.11821,13.0
1,11:00:00,9812,88101,3,33.4265,-112.11821,23.1
1,12:00:00,9812,88101,3,33.4265,-112.11821,18.9
1,13:00:00,9812,88101,3,33.4265,-112.11821,16.2
1,14:00:00,9812,88101,3,33.4265,-112.11821,9.4
1,15:00:00,9812,88101,3,33.4265,-112.11821,10.7
1,16:00:00,9812,88101,3,33.4265,-112.11821,17.4
1,17:00:00,9812,88101,3,33.4265,-112.11821,10.7
1,18:00:00,9812,88101,3,33.4265,-112.11821,8.8
1,19:00:00,9812,88101,3,33.4265,-112.11821,6.6
1,20:00:00,9812,88101,3,33.4265,-112.11821,8.1
1,21:00:00,9812,88101,3,33.4265,-112.11821,7.4
1,22:00:00,9812,88101,3,33.4265,-112.11821,9.6
1,23:00:00,9812,88101,3,33.4265,-112.11821,3.5
2,00:00:00,9812,88101,3,33.4265,-112.11821,5.2
2,01:00:00,9812,88101,3,33.4265,-112.11821,9.0
2,02:00:00,9812,88101,3,33.4265,-112.11821,10.7
2,03:00:00,9812,88101,3,33.4265,-112.11821,14.7
2,04:00:00,9812,88101,3,33.4265,-112.11821,20.0
2,05:00:00,9812,88101,3,33.4265,-112.11821,25.2
2,06:00:00,9812,88101,3,33.4265,-112.11821,22.0
2,07:00:00,9812,88101,3,33.4265,-112.11821,19.3
2,08:00:00,9812,88101,3,33.4265,-112.11821,19.5
2,09:00:00,9812,88101,3,33.4265,-112.11821,14.7
