day_of_year,time,site_num,parameter_code,poc,latitude,longitude,sample_measurement
1,06:00:00,0300,88101,3,33.880812,-97.275896,5.7
1,07:00:00,0300,88101,3,33.880812,-97.275896,6.4
1,08:00:00,0300,88101,3,33.880812,-97.275896,5.9
1,09:00:00,0300,88101,3,33.880812,-97.275896,5.9
1,10:00:00,0300,88101,3,33.880812,-97.275896,7.5
1,11:00:00,0300,88101,3,33.880812,-97.275896,8.1
1,12:00:00,0300,88101,3,33.880812,-97.275896,8.3
1,13:00:00,0300,88101,3,33.880812,-97.275896,8.1
1,14:00:00,0300,88101,3,33.880812,-97.275896,8.4
1,15:00:00,0300,88101,3,33.880812,-97.275896,8.1
1,16:00:00,0300,88101,3,33.880812,-97.275896,8.3
1,17:00:00,0300,88101,3,33.880812,-97.275896,6.6
1,18:00:00,0300,88101,3,33.880812,-97.275896,4.2
1,19:00:00,0300,88101,3,33.880812,-97.275896,2.6
1,20:00:00,0300,88101,3,33.880812,-97.275896,3.1
1,21:00:00,0300,88101,3,33.880812,-97.275896,2.8
1,22:00:00,0300,88101,3,33.880812,-97.275896,2.5
1,23:00:00,0300,88101,3,33.880812,-97.275896,3.0
2,00:00:00,0300,88101,3,33.880812,-97.275896,3.4
2,01:00:00,0300,88101,3,33.880812,-97.275896,4.0
2,02:00:00,0300,88101,3,33.880812,-97.275896,4.3
2,03:00:00,0300,88101,3,33.880812,-97.275896,4.4
2,04:00:00,0300,88101,3,33.880812,-97.275896,4.6
2,05:00:00,0300,88101,3,33.880812,-97.275896,4.5
2,06:00:00,0300,88101,3,33.880812,-97.275896,5.1
2,07:00:00,0300,88101,3,33.880812,-97.275896,5.4
2,08:00:00,0300,88101,3,33.880812,-97.275896,5.9
2,09:00:00,0300,88101,3,33.880812,-97.275896,7.1
2,10:00:00,0300,88101,3,33.880812,-97.275896,6.7
2,11:00:00,0300,88101,3,33.880812,-97.275896,7.2
2,12:00:00,0300,88101,3,33.880812,-97.275896,7.2
2,13:00:00,0300,88101,3,33.880812,-97.275896,8.9
2,14:00:00,0300,88101,3,33.880812,-97.275896,7.8
2,15:00:00,0300,88101,3,33.880812,-97.275896,8.7
2,16:00:00,0300,88101,3,33.880812,-97.275896,8.8
2,17:00:00,0300,88101,3,33.880812,-97.275896,5.2
2,18:00:00,0300,88101,3,33.880812,-97.275896,3.1
2,19:00:00,0300,88101,3,33.880812,-97.275896,1.3
2,20:00:00,0300,88101,3,33.880812,-97.275896,1.2
2,21:00:00,0300,88101,3,33.880812,-97.275896,0.6
2,22:00:00,0300,88101,3,33.880812,-97.275896,1.3
2,23:00:00,0300,88101,3,33.880812,-97.275896,1.4
3,00:00:00,0300,88101,3,33.880812,-97.275896,1.6
3,01:00:00,0300,88101,3,33.880812,-97.275896,1.4
3,02:00:00,0300,88101,3,33.880812,-97.275896,2.2
3,03:00:00,0300,88101,3,33.880812,-97.275896,2.4
3,04:00:00,0300,88101,3,33.880812,-97.275896,2.4
3,05:00:00,0300,88101,3,33.880812,-97.275896,1.5
3,06:00:00,0300,88101,3,33.880812,-97.275896,1.2
3,07:00:00,0300,88101,3,33.880812,-97.275896,1.2
3,08:00:00,0300,88101,3,33.880812,-97.275896,0.7
3,09:00:00,0300,88101,3,33.880812,-97.275896,0.6
3,10:00:00,0300,88101,3,33.880812,-97.275896,0.7
3,11:00:00,0300,88101,3,33.880812,-97.275896,2.0
3,12:00:00,0300,88101,3,33.880812,-97.275896,1.6
3,13:00:00,0300,88101,3,33.880812,-97.275896,1.7
3,14:00:00,0300,88101,3,33.880812,-97.275896,2.6
3,15:00:00,0300,88101,3,33.880812,-97.275896,2.0
3,16:00:00,0300,88101,3,33.880812,-97.275896,0.9
3,17:00:00,0300,88101,3,33.880812,-97.275896,0.4
3,18:00:00,0300,88101,3,33.880812,-97.275896,0.3
3,19:00:00,0300,88101,3,33.880812,-97.275896,0.5
3,20:00:00,0300,88101,3,33.880812,-97.275896,0.3
3,21:00:00,0300,88101,3,33.880812,-97.275896,1.0
3,22:00:00,0300,88101,3,33.880812,-97.275896,0.5
3,23:00:00,0300,88101,3,33.880812,-97.275896,1.0
4,00:00:00,0300,88101,3,33.880812,-97.275896,1.9
4,01:00:00,0300,88101,3,33.880812,-97.275896,2.2
4,02:00:00,0300,88101,3,33.880812,-97.275896,3.2
4,03:00:00,0300,88101,3,33.880812,-97.275896,4.7
4,04:00:00,0300,88101,3,33.880812,-97.275896,6.3
4,05:00:00,0300,88101,3,33.880812,-97.275896,8.0
4,06:00:00,0300,88101,3,33.880812,-97.275896,9.0
4,07:00:00,0300,88101,3,33.880812,-97.275896,8.0
4,08:00:00,0300,88101,3,33.880812,-97.275896,8.6
4,09:00:00,0300,88101,3,33.880812,-97.275896,6.7
4,10:00:00,0300,88101,3,33.880812,-97.275896,4.5
4,11:00:00,0300,88101,3,33.880812,-97.275896,3.5
4,12:00:00,0300,88101,3,33.880812,-97.275896,3.4
4,13:00:00,0300,88101,3,33.880812,-97.275896,3.0
4,14:00:00,0300,88101,3,33.880812,-97.275896,2.7
4,15:00:00,0300,88101,3,33.880812,-97.275896,2.4
4,16:00:00,0300,88101,3,33.880812,-97.275896,2.3
4,17:00:00,0300,88101,3,33.880812,-97.275896,2.1
4,18:00:00,0300,88101,3,33.880812,-97.275896,1.7
4,19:00:00,0300,88101,3,33.880812,-97.275896,1.4
4,20:00:00,0300,88101,3,33.880812,-97.275896,1.2
4,21:00:00,0300,88101,3,33.880812,-97.275896,0.9
4,22:00:00,0300,88101,3,33.880812,-97.275896,1.0
4,23:00:00,0300,88101,3,33.880812,-97.275896,1.7
