day_of_year,time,site_num,parameter_code,poc,latitude,longitude,sample_measurement
1,00:00:00,0027,88101,3,34.030833,-117.61722,10.7
1,00:00:00,0027,88101,3,39.73217,-105.0153,20.0
1,01:00:00,0027,88101,3,34.030833,-117.61722,16.0
1,01:00:00,0027,88101,3,39.73217,-105.0153,25.7
1,02:00:00,0027,88101,3,34.030833,-117.61722,3.9
1,02:00:00,0027,88101,3,39.73217,-105.0153,32.1
1,03:00:00,0027,88101,3,34.030833,-117.61722,20.9
1,03:00:00,0027,88101,3,39.73217,-105.0153,35.9
1,04:00:00,0027,88101,3,34.030833,-117.61722,28.3
1,04:00:00,0027,88101,3,39.73217,-105.0153,47.0
1,05:00:00,0027,88101,3,34.030833,-117.61722,46.9
1,05:00:00,0027,88101,3,39.73217,-105.0153,49.5
1,06:00:00,0027,88101,3,34.030833,-117.61722,52.3
1,06:00:00,0027,88101,3,39.73217,-105.0153,55.9
1,07:00:00,0027,88101,3,34.030833,-117.61722,65.2
1,07:00:00,0027,88101,3,39.73217,-105.0153,14.8
1,08:00:00,0027,88101,3,39.73217,-105.0153,12.0
1,09:00:00,0027,88101,3,39.73217,-105.0153,13.4
1,10:00:00,0027,88101,3,39.73217,-105.0153,11.9
1,11:00:00,0027,88101,3,39.73217,-105.0153,19.4
1,12:00:00,0027,88101,3,39.73217,-105.0153,13.0
1,13:00:00,0027,88101,3,39.73217,-105.0153,17.5
1,14:00:00,0027,88101,3,39.73217,-105.0153,16.9
1,15:00:00,0027,88101,3,39.73217,-105.0153,11.2
1,16:00:00,0027,88101,3,39.73217,-105.0153,9.9
1,17:00:00,0027,88101,3,39.73217,-105.0153,11.4
1,18:00:00,0027,88101,3,39.73217,-105.0153,13.4
1,19:00:00,0027,88101,3,39.73217,-105.0153,10.7
1,20:00:00,0027,88101,3,39.73217,-105.0153,9.4
1,21:00:00,0027,88101,3,39.73217,-105.0153,7.0
1,22:00:00,0027,88101,3,39.73217,-105.0153,7.8
1,23:00:00,0027,88101,3,39.73217,-105.0153,5.2
2,00:00:00,0027,88101,3,39.73217,-105.0153,4.3
2,01:00:00,0027,88101,3,39.73217,-105.0153,8.5
2,02:00:00,0027,88101,3,39.73217,-105.0153,12.3
2,03:00:00,0027,88101,3,39.73217,-105.0153,15.6
2,04:00:00,0027,88101,3,39.73217,-105.0153,16.9
2,05:00:00,0027,88101,3,39.73217,-105.0153,18.6
2,06:00:00,0027,88101,3,39.73217,-105.0153,16.2
2,07:00:00,0027,88101,3,39.73217,-105.0153,19.3
2,08:00:00,0027,88101,3,39.73217,-105.0153,15.4
2,09:00:00,0027,88101,3,39.73217,-105.0153,10.1
2,10:00:00,0027,88101,3,39.73217,-105.0153,14.1
2,11:00:00,0027,88101,3,39.73217,-105.0153,20.4
2,12:00:00,0027,88101,3,39.73217,-105.0153,8.4
2,13:00:00,0027,88101,3,39.73217,-105.0153,7.4
2,14:00:00,0027,88101,3,39.73217,-105.0153,8.2
2,15:00:00,0027,88101,3,39.73217,-105.0153,5.9
2,16:00:00,0027,88101,3,39.73217,-105.0153,7.2
2,17:00:00,0027,88101,3,39.73217,-105.0153,5.7
2,18:00:00,0027,88101,3,39.73217,-105.0153,6.3
2,19:00:00,0027,88101,3,39.73217,-105.0153,6.6
2,20:00:00,0027,88101,3,39.73217,-105.0153,5.6
2,21:00:00,0027,88101,3,39.73217,-105.0153,3.7
2,22:00:00,0027,88101,3,39.73217,-105.0153,4.6
2,23:00:00,0027,88101,3,39.73217,-105.0153,6.8
3,00:00:00,0027,88101,3,39.73217,-105.0153,9.7
3,01:00:00,0027,88101,3,39.73217,-105.0153,15.6
3,02:00:00,0027,88101,3,39.73217,-105.0153,12.5
3,03:00:00,0027,88101,3,39.73217,-105.0153,10.2
3,04:00:00,0027,88101,3,39.73217,-105.0153,9.5
3,05:00:00,0027,88101,3,39.73217,-105.0153,11.3
3,06:00:00,0027,88101,3,39.73217,-105.0153,16.6
3,07:00:00,0027,88101,3,39.73217,-105.0153,21.3
3,08:00:00,0027,88101,3,39.73217,-105.0153,16.0
3,09:00:00,0027,88101,3,39.73217,-105.0153,20.7
3,10:00:00,0027,88101,3,39.73217,-105.0153,18.2
3,11:00:00,0027,88101,3,39.73217,-105.0153,17.6
3,12:00:00,0027,88101,3,39.73217,-105.0153,16.7
3,13:00:00,0027,88101,3,39.73217,-105.0153,9.9
3,14:00:00,0027,88101,3,39.73217,-105.0153,11.8
3,15:00:00,0027,88101,3,39.73217,-105.0153,11.3
3,16:00:00,0027,88101,3,39.73217,-105.0153,9.2
3,17:00:00,0027,88101,3,39.73217,-105.0153,8.4
3,18:00:00,0027,88101,3,39.73217,-105.0153,7.3
3,19:00:00,0027,88101,3,39.73217,-105.0153,6.1
3,20:00:00,0027,88101,3,39.73217,-105.0153,13.1
3,21:00:00,0027,88101,3,39.73217,-105.0153,7.2
3,22:00:00,0027,88101,3,39.73217,-105.0153,6.8
3,23:00:00,0027,88101,3,39.73217,-105.0153,5.8
4,00:00:00,0027,88101,3,39.73217,-105.0153,4.9
4,01:00:00,0027,88101,3,39.73217,-105.0153,4.6
4,02:00:00,0027,88101,3,39.73217,-105.0153,6.4
4,03:00:00,0027,88101,3,39.73217,-105.0153,7.6
4,04:00:00,0027,88101,3,39.73217,-105.0153,7.0
4,05:00:00,0027,88101,3,39.73217,-105.0153,6.3
4,06:00:00,0027,88101,3,39.73217,-105.0153,5.5
4,07:00:00,0027,88101,3,39.73217,-105.0153,7.4
4,08:00:00,0027,88101,3,39.73217,-105.0153,9.7
4,09:00:00,0027,88101,3,39.73217,-105.0153,9.9
4,10:00:00,0027,88101,3,39.73217,-105.0153,11.8
4,11:00:00,0027,88101,3,39.73217,-105.0153,9.4
4,12:00:00,0027,88101,3,39.73217,-105.0153,12.3
4,13:00:00,0027,88101,3,39.73217,-105.0153,16.2
4,14:00:00,0027,88101,3,39.73217,-105.0153,15.7
4,15:00:00,0027,88101,3,39.73217,-105.0153,17.5
4,16:00:00,0027,88101,3,39.73217,-105.0153,16.4
